applicant_id,age,job_tenure,income,requested_amount,dti,revolving_util,delinquency_2y,bureau_inquiries,default
PROP-002650,66,1.5,3863.11,6960.0,37.0,30.4,0,3,0
PROP-002651,25,0.2,2253.83,4086.43,47.1,51.5,2,4,1
PROP-002652,18,0.1,6225.92,18408.1,49.5,28.9,2,1,0
PROP-002653,53,2.8,2944.5,7448.23,49.9,25.6,2,3,0
PROP-002654,28,0.9,7622.72,12203.52,22.2,27.9,2,2,0
PROP-002655,37,4.5,2412.18,1227.44,11.0,40.9,0,0,0
PROP-002656,30,1.7,8522.89,8017.86,11.7,5.3,0,0,0
PROP-002657,41,3.5,2666.52,3433.35,32.3,15.2,0,0,0
PROP-002658,26,5.6,6575.79,5971.77,55.0,29.6,0,2,0
PROP-002659,35,1.0,3305.75,4161.29,21.2,66.7,2,2,0
PROP-002660,43,0.7,4707.62,3503.48,13.7,32.9,2,0,0
PROP-002661,25,4.9,2964.15,4888.4,11.0,55.3,2,1,0
PROP-002662,29,1.3,2638.28,7215.9,34.4,20.4,0,0,0
PROP-002663,33,2.6,3405.74,3425.41,10.1,13.6,1,0,0
PROP-002664,20,1.4,6208.07,15146.25,24.9,36.3,1,2,0
PROP-002665,32,6.4,6206.04,12726.1,24.1,58.1,0,3,0
PROP-002666,39,7.7,5826.28,12535.35,17.5,36.5,0,2,0
PROP-002667,33,2.1,4863.62,7268.35,29.6,46.3,0,4,0
PROP-002668,34,0.1,14549.01,50000.0,49.0,22.0,0,0,0
PROP-002669,37,6.4,2592.77,4437.49,34.4,37.3,2,2,0
PROP-002670,30,2.6,3926.78,4430.24,12.3,37.8,2,1,0
PROP-002671,46,8.0,1412.0,3651.15,52.3,22.3,2,3,0
PROP-002672,55,1.1,5422.26,5889.64,26.3,29.2,0,1,0
PROP-002673,32,3.2,2493.82,6830.99,40.5,73.0,0,1,1
PROP-002674,43,0.3,4128.91,7034.02,33.7,57.5,0,4,0
PROP-002675,35,3.6,2737.52,8634.42,34.7,85.4,2,1,1
PROP-002676,42,1.5,3839.85,9465.35,54.6,49.3,1,2,1
PROP-002677,56,2.3,4613.84,6011.05,20.1,27.6,4,0,0
PROP-002678,44,1.0,2772.85,2014.94,9.7,19.5,0,0,0
PROP-002679,18,0.1,5098.43,14948.8,14.4,54.7,3,3,1
PROP-002680,43,4.5,3279.71,10501.4,62.2,39.9,0,3,0
PROP-002681,52,4.5,2869.05,9790.6,18.3,44.8,0,0,0
PROP-002682,35,1.9,6220.44,5095.08,16.4,37.5,2,0,0
PROP-002683,49,1.5,4820.56,6469.05,22.0,45.7,2,4,1
PROP-002684,29,2.8,1499.06,4839.46,23.7,45.5,2,1,0
PROP-002685,20,1.4,3482.05,11568.15,11.0,71.6,0,5,0
PROP-002686,39,0.1,2354.8,6530.35,21.6,38.1,0,1,0
PROP-002687,18,0.1,9330.06,10447.35,15.1,10.0,2,1,0
PROP-002688,35,5.2,2729.31,6190.34,19.6,50.5,3,4,0
PROP-002689,53,6.3,2909.02,8461.33,40.0,66.7,2,2,0
PROP-002690,18,0.1,4348.14,14365.11,29.8,13.1,3,2,0
PROP-002691,22,2.8,5692.9,9437.8,31.3,41.6,0,0,0
PROP-002692,25,3.4,2829.95,4576.36,22.6,45.0,0,3,0
PROP-002693,37,7.0,4646.88,6675.32,25.0,18.0,0,0,0
PROP-002694,33,7.9,4970.42,10355.31,9.1,14.8,1,2,0
PROP-002695,54,7.0,1599.85,4160.09,44.8,52.0,0,0,0
PROP-002696,49,3.6,5578.95,5580.37,25.0,69.1,2,4,1
PROP-002697,43,0.1,3142.56,6149.26,35.8,56.5,2,2,0
PROP-002698,39,3.0,2143.64,5110.81,42.8,67.5,1,4,1
PROP-002699,42,0.6,12286.82,39069.62,17.0,27.2,0,0,0
PROP-002700,27,0.8,2539.16,2149.33,43.8,43.6,1,3,0
PROP-002701,48,4.7,6631.15,7778.18,7.4,59.0,0,1,0
PROP-002702,24,4.2,5601.76,14762.68,36.6,30.2,2,0,0
PROP-002703,48,4.2,1593.76,2466.35,31.6,28.5,1,0,0
PROP-002704,52,4.5,2723.82,9302.49,12.5,63.8,0,3,0
PROP-002705,40,1.2,2215.54,5257.76,32.2,34.3,1,2,0
PROP-002706,35,7.4,7227.39,18158.16,3.7,81.5,0,3,0
PROP-002707,42,0.1,6746.16,9855.85,27.7,46.5,0,4,0
PROP-002708,18,0.1,10849.62,9342.44,32.6,24.3,0,1,0
PROP-002709,41,2.8,2376.95,7426.47,36.0,34.6,1,3,0
PROP-002710,36,5.2,17091.72,29853.79,37.3,53.7,0,0,0
PROP-002711,37,5.5,7357.06,7856.53,65.9,53.5,0,2,0
PROP-002712,46,4.7,11303.12,8735.18,11.8,53.3,1,2,0
PROP-002713,37,10.5,4644.53,12247.89,33.0,19.3,0,1,0
PROP-002714,24,2.9,3609.25,6404.14,6.7,31.9,0,3,0
PROP-002715,36,12.6,2578.37,6060.87,30.5,23.1,0,2,0
PROP-002716,38,1.3,9018.92,10193.96,34.5,18.1,2,2,1
PROP-002717,39,3.2,3958.88,4247.23,13.9,75.3,3,1,1
PROP-002718,39,3.3,3987.15,5885.81,12.6,14.4,1,3,0
PROP-002719,50,4.6,8358.54,5814.85,41.9,51.1,0,3,0
PROP-002720,24,2.1,6967.59,19041.55,19.2,36.8,0,0,0
PROP-002721,40,11.7,3800.3,3360.54,16.6,24.4,0,2,0
PROP-002722,53,1.5,4674.46,5582.93,50.9,11.9,1,1,0
PROP-002723,18,0.1,5102.41,11763.12,32.5,31.3,0,1,0
PROP-002724,40,1.7,4487.88,5777.94,18.9,32.9,0,0,0
PROP-002725,30,8.4,8698.14,5454.61,25.7,24.8,0,2,0
PROP-002726,33,10.5,5904.45,12107.07,9.9,41.5,0,0,0
PROP-002727,27,6.3,3588.43,5411.53,22.8,21.2,1,0,0
PROP-002728,35,11.9,9334.74,9464.86,44.6,75.9,0,2,0
PROP-002729,60,1.3,3005.08,6328.15,24.5,71.6,1,4,1
PROP-002730,22,2.8,4083.25,8141.95,6.0,33.3,0,2,0
PROP-002731,23,1.1,3780.16,6353.65,25.4,30.8,0,2,0
PROP-002732,22,2.8,3431.79,9415.85,45.8,47.3,1,3,1
PROP-002733,58,4.2,3604.59,3742.62,38.5,36.6,3,1,0
PROP-002734,32,8.7,7703.96,8555.17,34.8,54.7,2,2,0
PROP-002735,37,6.8,4527.29,13059.53,8.4,58.1,0,2,0
PROP-002736,33,8.9,12127.5,35005.34,16.9,44.5,0,1,0
PROP-002737,26,5.6,3218.01,10299.59,44.6,37.5,0,4,0
PROP-002738,35,4.2,3060.45,9075.0,10.9,57.3,0,3,1
PROP-002739,67,0.7,2008.97,4156.18,23.9,30.4,1,2,0
PROP-002740,54,7.2,2004.23,6050.76,62.3,9.8,0,1,0
PROP-002741,27,0.7,2766.45,9371.59,10.0,37.8,2,2,0
PROP-002742,45,4.3,2699.47,5025.86,49.2,55.2,0,3,0
PROP-002743,28,1.4,3102.85,6250.39,18.9,48.4,2,1,0
PROP-002744,18,0.1,4797.4,4102.75,18.1,34.8,0,2,0
PROP-002745,50,2.1,2693.44,6092.8,27.5,61.9,3,4,0
PROP-002746,51,6.0,11802.63,40387.99,65.0,51.3,0,1,0
PROP-002747,50,1.2,4118.08,11481.87,29.8,27.6,0,3,0
PROP-002748,32,0.3,7106.6,8352.84,31.4,56.3,0,0,0
PROP-002749,35,5.8,2591.92,5997.12,31.0,37.9,2,2,0
PROP-002750,46,3.1,3466.8,7601.22,17.0,47.9,1,4,0
PROP-002751,42,3.4,5255.91,12256.29,44.0,36.0,0,4,0
PROP-002752,33,0.6,5629.06,16264.21,35.6,7.6,3,0,0
PROP-002753,18,0.1,7447.48,17539.22,41.3,36.1,0,1,0
PROP-002754,39,12.6,2008.88,2534.55,62.0,25.2,1,2,0
PROP-002755,50,3.5,21208.47,22748.81,18.3,37.4,1,1,0
PROP-002756,23,3.5,11449.44,10650.34,20.2,46.8,0,0,0
PROP-002757,45,2.2,5020.26,6811.5,46.1,46.9,0,0,0
PROP-002758,41,9.2,5395.77,4680.97,23.0,55.5,1,5,0
PROP-002759,47,4.1,4995.34,5655.7,71.0,20.2,3,0,0
PROP-002760,48,0.4,2472.52,6419.59,24.1,11.6,0,0,0
PROP-002761,29,0.8,1940.7,2889.41,6.2,7.7,0,0,0
PROP-002762,18,0.1,2208.72,2052.62,28.8,23.6,0,1,0
PROP-002763,31,4.6,2047.42,1676.32,39.1,88.1,3,2,1
PROP-002764,48,0.4,12080.35,25263.99,64.1,11.1,0,0,0
PROP-002765,31,5.7,3282.01,11175.15,62.5,36.4,2,1,0
PROP-002766,29,1.6,8530.91,17196.08,24.9,44.0,0,2,0
PROP-002767,18,0.1,3804.58,5614.66,13.7,25.0,1,0,1
PROP-002768,59,8.5,4086.4,5612.78,36.8,41.0,0,3,0
PROP-002769,47,4.2,3817.78,6872.0,18.1,40.1,0,1,0
PROP-002770,47,0.1,3111.05,2760.04,33.5,24.7,0,1,0
PROP-002771,49,1.5,12576.02,42768.36,15.8,59.0,0,5,0
PROP-002772,44,0.8,4765.21,9312.22,29.0,70.1,0,0,0
PROP-002773,35,8.9,10206.13,7151.69,37.5,18.4,2,0,0
PROP-002774,36,4.0,5062.87,3717.66,19.4,16.9,0,0,0
PROP-002775,32,5.0,10318.95,13765.87,24.8,48.2,0,0,0
PROP-002776,69,2.3,4666.53,5601.2,46.7,13.3,2,2,0
PROP-002777,44,1.8,3756.05,3539.23,29.5,18.0,0,0,0
PROP-002778,32,3.7,1826.19,4825.07,12.7,39.7,1,3,0
PROP-002779,43,0.2,6892.51,3743.93,21.2,59.6,0,1,0
PROP-002780,25,4.9,11088.97,6569.61,10.5,66.1,0,2,0
PROP-002781,56,5.0,8025.79,18641.9,10.4,32.2,0,1,0
PROP-002782,30,0.4,3422.46,7491.14,9.2,50.1,4,0,1
PROP-002783,44,5.3,7134.66,7958.94,44.6,32.1,1,2,0
PROP-002784,50,2.6,2340.3,2580.27,32.9,41.5,0,1,0
PROP-002785,42,7.9,2410.49,4744.34,16.9,17.6,0,2,0
PROP-002786,39,1.1,2921.44,4094.73,13.8,81.5,0,2,0
PROP-002787,38,0.1,2946.03,7183.66,42.6,24.1,1,2,0
PROP-002788,37,2.3,6305.61,21524.74,29.3,55.2,0,5,1
PROP-002789,31,1.4,7276.01,6836.94,22.5,55.0,0,3,0
PROP-002790,32,2.1,3463.45,4860.06,26.2,6.3,0,3,0
PROP-002791,55,9.3,11523.55,11551.47,35.2,35.4,0,0,0
PROP-002792,36,1.3,3265.55,5803.52,67.4,71.4,1,2,0
PROP-002793,28,3.4,8946.87,21232.32,28.9,75.7,2,3,0
PROP-002794,31,0.3,3564.09,10956.56,37.9,72.1,0,1,0
PROP-002795,51,0.5,4476.3,8639.9,51.0,28.7,1,1,1
PROP-002796,46,3.8,4630.44,11804.58,21.9,13.2,0,1,0
PROP-002797,44,3.0,7346.32,13670.4,48.5,47.2,0,3,0
PROP-002798,34,0.8,3938.65,3093.13,47.4,25.6,0,3,0
PROP-002799,44,2.5,1623.17,5417.18,32.5,46.3,0,2,0
PROP-002800,30,8.4,7048.59,24167.47,43.2,19.0,0,1,0
PROP-002801,34,0.7,4427.95,10445.3,43.1,52.0,3,4,1
PROP-002802,49,6.5,12635.65,16766.86,12.8,10.3,2,0,0
PROP-002803,48,8.7,2044.41,4420.66,16.2,11.9,3,2,0
PROP-002804,26,4.6,3925.69,4573.2,3.0,65.5,0,2,0
PROP-002805,27,0.5,1690.49,1627.05,34.7,67.5,0,4,1
PROP-002806,39,0.6,4724.72,6332.27,53.8,27.6,2,2,1
PROP-002807,58,8.6,4728.56,2962.94,8.1,45.0,0,2,0
PROP-002808,18,0.1,10313.17,17695.98,5.6,60.3,4,1,0
PROP-002809,41,1.9,5945.66,8272.22,25.6,47.5,1,0,0
PROP-002810,21,2.1,3276.35,3163.63,40.8,18.9,2,1,0
PROP-002811,30,6.9,4688.79,7640.46,19.4,54.5,0,3,0
PROP-002812,33,10.5,8012.65,13669.34,11.7,18.8,2,3,0
PROP-002813,32,2.3,1547.34,2880.73,16.3,28.1,1,0,0
PROP-002814,31,0.1,6150.68,8889.89,29.8,78.7,1,3,0
PROP-002815,38,6.5,2894.26,2729.06,55.3,12.5,0,2,0
PROP-002816,31,2.5,3572.31,4980.54,22.5,87.9,1,2,1
PROP-002817,20,1.4,4493.09,8240.74,49.1,3.4,2,0,1
PROP-002818,47,1.5,1788.73,4458.02,21.8,39.6,3,4,0
PROP-002819,47,6.3,1799.85,2098.12,36.6,42.7,0,2,0
PROP-002820,48,6.5,6574.17,9620.51,23.1,10.8,3,3,0
PROP-002821,19,0.7,3446.14,5129.33,23.8,79.6,0,5,1
PROP-002822,41,13.7,4345.5,10654.21,25.1,64.9,1,2,0
PROP-002823,46,1.1,5091.19,16551.14,15.6,45.6,1,3,0
PROP-002824,25,0.2,2109.0,5612.47,22.3,4.1,1,1,0
PROP-002825,38,1.1,2845.2,8690.57,19.4,28.5,0,0,0
PROP-002826,36,3.8,2597.43,8337.25,50.3,28.4,0,5,0
PROP-002827,60,11.7,1412.0,3576.71,32.7,66.0,1,5,0
PROP-002828,61,2.6,3948.72,12731.12,53.5,8.6,2,0,0
PROP-002829,18,0.1,4029.32,4279.22,14.7,55.0,1,1,0
PROP-002830,67,8.5,5911.87,11563.8,18.5,24.4,0,3,0
PROP-002831,27,0.8,5492.32,3539.68,26.8,77.8,0,3,0
PROP-002832,49,0.1,1570.31,1095.24,61.8,16.8,3,1,1
PROP-002833,49,2.3,1591.1,5284.4,63.1,73.8,1,4,1
PROP-002834,26,5.6,3062.68,4619.18,11.1,41.9,0,2,0
PROP-002835,43,0.7,5039.1,4258.06,8.0,20.8,0,0,0
PROP-002836,36,1.8,3258.13,4730.75,19.1,60.8,0,4,0
PROP-002837,44,7.1,2781.82,3274.83,16.3,36.4,1,2,0
PROP-002838,40,1.9,9795.39,12674.8,39.7,10.2,0,2,0
PROP-002839,52,1.5,6274.95,8004.43,27.2,53.8,0,6,1
PROP-002840,38,5.8,6793.81,6896.61,39.8,31.3,1,0,0
PROP-002841,35,0.5,5475.56,14637.78,33.4,39.3,0,2,0
PROP-002842,51,0.6,2287.74,4686.87,26.6,80.2,5,3,1
PROP-002843,44,0.6,6897.58,12627.0,58.5,14.4,1,1,0
PROP-002844,46,1.2,20192.92,11577.05,35.0,71.7,3,2,1
PROP-002845,30,1.2,6402.16,5258.39,19.4,64.7,2,1,0
PROP-002846,25,2.0,4182.15,11664.26,44.7,68.7,1,3,1
PROP-002847,31,7.5,1768.95,6173.48,20.3,16.9,0,4,0
PROP-002848,30,0.2,2823.43,5337.74,42.6,28.5,0,0,0
PROP-002849,47,0.5,6746.17,22276.2,58.2,73.2,2,2,1
PROP-002850,49,4.5,6554.02,10671.48,30.6,45.3,1,3,0
PROP-002851,36,1.2,2391.78,7297.94,20.2,72.1,1,2,1
PROP-002852,55,2.8,5936.06,5820.41,3.1,44.9,0,0,0
PROP-002853,54,0.6,2490.16,2037.22,32.7,51.8,1,0,0
PROP-002854,40,4.1,7470.3,10868.55,27.3,24.0,0,0,0
PROP-002855,28,7.0,6404.42,7829.04,29.8,48.1,2,3,1
PROP-002856,56,0.9,8002.4,23885.32,46.3,21.1,2,2,0
PROP-002857,37,5.0,3311.47,4736.65,50.7,29.0,0,2,0
PROP-002858,39,2.1,6873.72,10274.34,35.8,32.6,2,3,0
PROP-002859,33,8.3,4763.72,14884.67,24.7,41.8,0,1,0
PROP-002860,27,3.3,5642.96,16801.09,18.4,61.5,1,0,1
PROP-002861,20,1.4,4623.06,15246.34,21.8,68.2,0,3,0
PROP-002862,45,1.6,2647.44,4833.31,8.7,13.5,0,0,0
PROP-002863,28,7.0,5409.0,17742.12,10.3,43.8,1,2,0
PROP-002864,74,1.7,5835.66,16078.05,20.1,13.6,0,4,0
PROP-002865,24,0.4,2292.5,6868.16,10.7,21.0,0,0,0
PROP-002866,22,0.2,6264.17,18233.28,31.5,19.7,0,2,1
PROP-002867,44,3.5,6069.84,6692.82,12.0,71.9,0,1,0
PROP-002868,56,0.9,2964.02,7510.33,41.5,67.2,0,3,0
PROP-002869,38,1.1,5213.31,17413.66,46.9,40.6,0,1,1
PROP-002870,44,3.3,3075.05,8704.65,38.4,54.6,3,3,1
PROP-002871,18,0.1,6323.5,13143.36,13.3,83.0,0,4,0
PROP-002872,29,7.7,2611.56,7732.54,29.0,29.8,1,1,0
PROP-002873,25,4.9,9837.62,14318.45,14.1,28.6,1,1,0
PROP-002874,18,0.1,9530.85,13211.61,29.8,34.5,1,1,0
PROP-002875,39,12.0,7261.94,16085.1,11.3,10.7,1,2,0
PROP-002876,18,0.1,14322.19,26672.99,22.9,6.6,1,6,0
PROP-002877,22,2.0,10476.65,24364.66,7.4,66.1,2,1,0
PROP-002878,31,0.1,7802.92,5332.88,59.8,69.9,3,2,1
PROP-002879,28,2.0,11358.87,33059.15,28.1,32.0,2,2,0
PROP-002880,42,0.3,4128.32,4755.48,28.7,26.4,1,2,0
PROP-002881,41,16.1,3191.27,4291.54,31.5,7.9,0,3,0
PROP-002882,48,2.6,8008.1,16750.72,3.2,70.0,0,3,0
PROP-002883,47,6.6,4165.08,3855.49,16.4,83.4,1,2,0
PROP-002884,51,1.0,7731.82,4186.94,41.8,15.8,0,1,0
PROP-002885,37,0.1,2800.52,4135.98,53.7,39.2,3,4,1
PROP-002886,41,1.0,2995.26,2233.88,30.2,52.3,0,3,1
PROP-002887,44,0.1,1853.03,1181.2,58.1,48.8,0,3,0
PROP-002888,39,0.1,2281.99,7623.48,23.9,47.7,0,3,0
PROP-002889,33,1.5,5464.98,14791.56,61.1,58.8,1,5,1
PROP-002890,34,3.1,1908.69,6196.05,21.4,16.6,2,0,1
PROP-002891,28,3.8,2455.72,2130.91,24.4,41.5,1,4,1
PROP-002892,43,4.1,2750.45,3223.76,13.3,45.2,2,2,0
PROP-002893,36,1.3,3481.83,9235.73,29.9,9.9,1,4,0
PROP-002894,30,6.2,4687.96,4369.61,27.2,35.3,0,2,0
PROP-002895,30,3.7,14416.61,22687.31,56.5,40.2,0,1,0
PROP-002896,23,0.8,7162.72,16149.25,16.6,22.3,2,4,1
PROP-002897,49,0.1,3122.33,5809.03,11.6,26.4,0,2,0
PROP-002898,38,0.5,4506.28,13923.0,57.1,6.0,0,0,0
PROP-002899,27,1.4,3220.43,5617.45,25.7,50.9,0,2,0
PROP-002900,47,7.2,7562.32,9536.9,32.9,41.1,1,3,0
PROP-002901,31,0.7,6232.15,6491.35,26.1,51.3,0,4,0
PROP-002902,21,2.1,3211.65,6622.4,29.7,49.6,0,1,0
PROP-002903,50,1.1,5603.73,8926.88,32.2,59.6,1,3,0
PROP-002904,31,5.5,5838.96,20350.13,30.8,36.6,2,2,0
PROP-002905,33,9.9,4594.83,7377.67,70.5,36.3,0,3,0
PROP-002906,38,2.9,5624.89,12613.41,50.2,53.8,0,5,1
PROP-002907,51,3.9,6289.51,5999.59,9.2,68.8,0,2,0
PROP-002908,38,5.1,15963.64,34028.97,62.2,20.2,2,0,0
PROP-002909,23,1.3,9126.0,12696.83,26.8,13.8,1,1,1
PROP-002910,44,0.4,2497.37,6654.91,69.9,28.4,0,4,1
PROP-002911,32,0.3,5170.34,10748.97,40.5,58.6,1,5,0
PROP-002912,60,2.9,15946.24,26745.8,11.3,42.4,2,0,0
PROP-002913,37,6.3,5534.73,3213.22,18.7,31.9,0,2,0
PROP-002914,18,0.1,13451.55,14866.79,50.1,18.2,0,4,0
PROP-002915,42,0.3,21445.91,28525.1,47.2,23.4,0,4,1
PROP-002916,61,0.6,2546.87,2409.27,12.3,83.9,0,1,0
PROP-002917,56,15.4,4265.13,9576.72,31.9,51.7,0,5,0
PROP-002918,59,3.7,4646.35,3034.18,35.6,48.9,0,1,0
PROP-002919,25,1.7,2033.8,1351.07,44.0,19.4,0,1,0
PROP-002920,48,5.1,10243.06,26122.84,21.7,33.8,2,1,0
PROP-002921,29,1.5,5467.79,5236.7,27.4,75.6,2,5,1
PROP-002922,40,1.4,1650.04,5103.48,35.7,31.0,0,0,0
PROP-002923,22,2.0,5398.34,10819.04,62.3,49.4,0,3,0
PROP-002924,30,3.1,2771.87,6919.68,35.2,62.7,0,1,1
PROP-002925,29,0.1,4386.67,5731.12,21.8,16.0,1,0,0
PROP-002926,48,0.1,1412.0,4165.42,58.1,60.2,0,1,0
PROP-002927,47,9.8,3979.29,11668.72,43.1,62.5,0,5,1
PROP-002928,41,0.3,7371.17,16388.68,16.1,74.0,0,2,0
PROP-002929,21,2.1,3453.76,9027.06,48.7,35.0,2,3,0
PROP-002930,34,2.3,1531.42,5226.86,53.0,21.9,1,0,0
PROP-002931,29,2.0,4295.34,8416.06,21.6,42.8,0,2,1
PROP-002932,48,12.0,3939.9,6244.9,25.4,44.4,0,4,0
PROP-002933,52,15.4,11397.43,28441.73,14.8,27.2,2,2,0
PROP-002934,50,0.6,5796.25,19447.74,8.8,24.3,0,4,0
PROP-002935,28,2.9,3872.46,8672.25,40.3,22.7,0,4,0
PROP-002936,18,0.1,2161.86,3857.5,16.5,64.1,0,2,0
PROP-002937,18,0.1,4329.13,11651.85,5.8,8.6,0,2,0
PROP-002938,55,6.1,14214.65,38894.99,30.5,7.3,1,1,0
PROP-002939,33,0.1,5586.0,3427.72,17.8,10.9,2,1,0
PROP-002940,28,2.1,6596.99,17174.61,18.1,38.0,1,4,0
PROP-002941,57,0.3,1412.0,2335.69,35.2,38.0,1,4,1
PROP-002942,53,2.9,7709.62,25653.15,14.3,2.4,0,0,0
PROP-002943,38,1.8,4704.38,10269.65,61.4,24.7,0,1,0
PROP-002944,34,0.1,4509.69,14023.28,32.1,47.2,0,3,0
PROP-002945,36,4.9,4933.59,15932.56,34.7,32.3,0,1,0
PROP-002946,40,4.5,5016.93,5572.82,29.8,58.3,2,2,1
PROP-002947,57,1.6,3808.65,8979.06,3.7,49.7,1,2,0
PROP-002948,43,1.2,3304.75,8913.53,18.2,44.8,0,3,1
PROP-002949,46,3.4,1916.4,5963.73,33.9,28.9,0,5,0
PROP-002950,52,3.4,3562.59,11958.94,17.9,50.5,1,2,0
PROP-002951,23,3.1,8666.69,13352.77,27.4,46.6,2,6,0
PROP-002952,47,0.4,3181.19,10900.41,29.4,71.2,1,2,0
PROP-002953,34,0.6,7171.4,24894.85,29.5,25.3,0,4,0
PROP-002954,18,0.1,2338.57,4561.19,39.0,36.2,0,3,0
PROP-002955,18,0.1,1972.77,2739.34,37.9,66.6,0,2,0
PROP-002956,25,0.2,3437.47,5312.04,34.6,30.4,1,0,0
PROP-002957,44,0.2,7746.48,24287.25,30.3,20.8,0,0,0
PROP-002958,39,5.8,1840.95,3712.09,39.7,11.8,0,1,0
PROP-002959,40,0.1,12896.84,18227.96,32.8,38.2,0,1,0
PROP-002960,61,4.0,16035.45,10162.52,8.2,45.6,1,0,0
PROP-002961,22,0.1,6798.75,7125.55,37.4,73.0,1,4,1
PROP-002962,37,0.6,3223.41,7335.4,20.8,72.3,0,3,0
PROP-002963,41,4.9,3344.98,10400.02,35.9,45.1,0,1,0
PROP-002964,29,2.7,2942.1,9525.38,40.8,29.3,0,2,0
PROP-002965,38,1.5,2939.75,3570.68,41.1,64.9,0,3,0
PROP-002966,18,0.1,3901.15,2946.56,42.8,24.2,0,1,0
PROP-002967,54,0.6,1485.2,4174.94,30.8,21.1,1,2,0
PROP-002968,29,1.3,5483.62,14494.78,23.7,43.1,2,3,1
PROP-002969,62,10.0,2255.01,4154.86,8.6,33.2,0,2,0
PROP-002970,37,3.0,2653.36,3883.88,70.4,24.9,2,3,1
PROP-002971,50,6.9,2816.64,4627.59,5.8,48.9,0,3,0
PROP-002972,37,2.2,5525.12,10330.3,20.2,18.9,0,3,0
PROP-002973,37,1.0,8632.08,20328.95,7.8,16.1,2,1,0
PROP-002974,30,5.5,2417.38,7228.33,3.0,31.4,2,2,0
PROP-002975,39,3.7,9157.25,22476.68,10.1,43.0,0,0,0
PROP-002976,41,2.5,2265.22,2416.34,51.4,26.3,0,2,1
PROP-002977,28,7.0,2872.83,7998.08,27.4,43.6,0,3,0
PROP-002978,36,0.6,7616.59,10328.21,27.7,30.3,0,4,0
PROP-002979,30,8.4,1640.87,4532.11,22.3,26.9,0,0,0
PROP-002980,65,0.3,3193.58,2567.69,7.4,91.7,1,2,0
PROP-002981,36,0.1,2548.12,1501.25,19.3,74.3,2,3,0
PROP-002982,56,2.3,3378.07,2459.66,15.6,25.9,0,0,0
PROP-002983,35,2.2,2945.81,7105.43,28.3,24.7,0,4,0
PROP-002984,41,0.3,1564.45,1317.23,15.5,29.6,0,3,0
PROP-002985,22,0.1,6402.31,6927.41,8.1,60.0,0,2,0
PROP-002986,32,0.6,5474.65,15338.71,66.1,51.7,1,4,0
PROP-002987,40,9.5,7607.82,19174.45,17.0,31.6,1,3,0
PROP-002988,57,2.7,3480.44,4942.04,35.6,77.3,0,1,0
PROP-002989,40,3.5,4203.35,9067.45,34.6,50.9,0,0,0
PROP-002990,54,0.2,7597.71,9674.82,31.0,7.8,0,2,0
PROP-002991,45,1.8,5087.31,6733.31,28.8,28.4,3,1,0
PROP-002992,57,0.1,7657.81,25564.87,35.1,69.6,3,1,0
PROP-002993,37,5.1,7332.42,18569.83,24.6,25.6,0,1,0
PROP-002994,66,1.6,4567.64,3962.17,46.4,35.8,0,3,0
PROP-002995,32,0.5,4708.69,11531.81,10.0,73.6,0,1,0
PROP-002996,28,2.2,4269.66,5866.37,40.0,22.5,0,0,0
PROP-002997,23,2.5,4712.03,7793.05,37.4,24.2,0,1,0
PROP-002998,65,4.1,3203.45,6534.64,49.7,68.6,1,1,0
PROP-002999,47,5.6,5455.6,3967.91,24.6,59.5,2,0,0
PROP-003000,33,4.1,4965.48,8846.07,28.6,76.4,2,1,1
PROP-003001,52,0.5,3096.79,7353.96,20.4,31.4,1,1,0
PROP-003002,46,3.7,5608.52,9315.72,38.1,57.6,3,1,1
PROP-003003,61,4.2,9317.95,26054.69,37.0,72.2,2,4,1
PROP-003004,19,0.7,4469.11,10639.23,43.2,54.3,2,2,0
PROP-003005,34,2.8,4635.87,2597.69,3.3,9.8,0,1,0
PROP-003006,32,1.0,4966.73,7962.56,42.7,43.6,0,1,0
PROP-003007,18,0.1,1417.51,3374.95,19.0,57.3,0,3,0
PROP-003008,50,2.1,3574.53,5580.71,5.7,53.9,0,3,0
PROP-003009,34,0.2,17839.61,27590.91,18.4,47.1,0,3,0
PROP-003010,46,1.0,4562.38,13209.09,47.1,84.3,2,3,1
PROP-003011,66,0.1,2595.41,7842.3,17.4,48.2,2,1,0
PROP-003012,33,2.5,4346.31,6513.27,36.2,77.0,0,1,1
PROP-003013,32,1.3,3170.1,5700.52,10.7,18.7,4,1,0
PROP-003014,39,6.1,4922.17,7403.97,37.9,64.3,2,1,1
PROP-003015,49,6.8,4963.95,4911.79,13.5,22.1,1,0,0
PROP-003016,31,2.4,4282.56,5704.41,20.8,59.6,2,3,1
PROP-003017,30,0.7,7593.76,16978.94,11.4,41.0,1,2,0
PROP-003018,50,0.9,2150.84,2251.4,45.6,75.7,1,3,1
PROP-003019,42,11.1,5422.25,10115.86,16.6,72.9,0,1,0
PROP-003020,18,0.1,8321.29,16622.84,29.1,51.3,2,2,1
PROP-003021,23,2.7,3766.53,4042.7,44.9,59.6,0,2,1
PROP-003022,56,1.6,7238.94,13959.65,50.7,42.3,0,2,0
PROP-003023,42,6.8,3876.2,3703.27,29.7,72.6,2,2,0
PROP-003024,28,0.7,2310.31,5112.0,39.2,59.7,0,3,1
PROP-003025,35,7.7,1420.43,4967.51,7.2,42.6,0,2,0
PROP-003026,38,2.0,3186.32,8418.5,33.0,45.5,1,3,1
